VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type ,PULocationID,DOLocationID
2,01/01/2016 12:24:53 AM,01/02/2016 12:00:24 AM,N,1,-73.944869995117187,40.813938140869141,-73.956611633300781,40.768268585205078,1,4.65,17,0.5,0.5,0,0,,0.3,18.3,2,1,,
2,01/01/2016 12:33:47 AM,01/01/2016 12:40:16 AM,N,1,-73.977165222167969,40.683547973632813,-73.966590881347656,40.682086944580078,1,1.08,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,,
2,01/01/2016 12:25:53 AM,01/01/2016 12:34:31 AM,N,1,-73.921562194824219,40.766696929931641,-73.91888427734375,40.743423461914063,1,2.03,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,,
2,01/01/2016 12:33:19 AM,01/01/2016 12:39:47 AM,N,1,-73.923500061035156,40.866977691650391,-73.935997009277344,40.851875305175781,1,1.35,7,0.5,0.5,2.08,0,,0.3,10.38,1,1,,
2,01/01/2016 12:22:01 AM,01/01/2016 12:40:14 AM,N,1,-73.88848876953125,40.747035980224609,-73.94073486328125,40.755733489990234,1,3.52,15.5,0.5,0.5,0,0,,0.3,16.8,2,1,,
2,01/01/2016 12:21:37 AM,01/01/2016 12:40:15 AM,N,1,-73.9107666015625,40.7728271484375,-73.812576293945313,40.764911651611328,6,6.48,21.5,0.5,0.5,1,0,,0.3,23.8,1,1,,
2,01/01/2016 12:00:06 AM,01/01/2016 12:40:56 AM,N,1,-73.8748779296875,40.829345703125,-73.9840087890625,40.743137359619141,1,10.58,37.5,0.5,0.5,11.64,0,,0.3,50.44,1,1,,
2,01/01/2016 12:24:20 AM,01/01/2016 12:40:40 AM,N,1,-73.963180541992188,40.684745788574219,-73.998504638671875,40.694511413574219,1,2.51,12.5,0.5,0.5,2.76,0,,0.3,16.56,1,1,,
2,01/01/2016 12:23:51 AM,01/01/2016 12:40:50 AM,N,1,-73.951705932617188,40.714981079101562,-74.030609130859375,40.624397277832031,1,10.32,29,0.5,0.5,0,0,,0.3,30.3,2,1,,
2,01/01/2016 12:29:07 AM,01/01/2016 12:40:47 AM,N,1,-73.980064392089844,40.676925659179688,-73.956695556640625,40.673255920410156,1,1.79,9.5,0.5,0.5,1,0,,0.3,11.8,1,1,,
2,01/01/2016 12:30:52 AM,01/01/2016 12:40:51 AM,N,1,-73.955764770507813,40.717678070068359,-73.971305847167969,40.695751190185547,5,2.21,10,0.5,0.5,3.39,0,,0.3,14.69,1,1,,
2,01/01/2016 12:31:19 AM,01/01/2016 12:40:46 AM,N,1,-73.879920959472656,40.756248474121094,-73.923820495605469,40.755973815917969,1,2.6,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,,
2,01/01/2016 12:29:49 AM,01/01/2016 12:40:58 AM,N,1,-73.932746887207031,40.703205108642578,-73.948394775390625,40.711231231689453,1,1.39,9,0.5,0.5,2.58,0,,0.3,12.88,1,1,,
2,01/01/2016 12:24:41 AM,01/02/2016 12:00:00 AM,N,1,-73.993324279785156,40.682712554931641,-73.955810546875,40.690887451171875,1,2.42,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,,
2,01/01/2016 12:35:01 AM,01/01/2016 12:40:41 AM,N,1,-73.912094116210937,40.767356872558594,-73.912559509277344,40.777435302734375,1,1.29,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,,
2,01/01/2016 12:30:35 AM,01/01/2016 12:40:59 AM,N,1,-73.981895446777344,40.676963806152344,-73.983383178710938,40.694065093994141,2,1.43,8.5,0.5,0.5,1.96,0,,0.3,11.76,1,1,,
2,01/01/2016 12:27:54 AM,01/01/2016 12:40:46 AM,N,1,-73.924308776855469,40.743606567382813,-73.885055541992188,40.744121551513672,1,2.32,11,0.5,0.5,0,0,,0.3,12.3,2,1,,
2,01/01/2016 12:33:18 AM,01/01/2016 12:40:51 AM,N,1,-73.91845703125,40.765491485595703,-73.92901611328125,40.775867462158203,1,1.41,7,0.5,0.5,2,0,,0.3,10.3,1,1,,
2,01/01/2016 12:16:39 AM,01/01/2016 12:40:28 AM,N,1,-73.95037841796875,40.707542419433594,-73.894302368164063,40.693222045898438,6,3.5,17.5,0.5,0.5,0,0,,0.3,18.8,2,1,,
2,01/01/2016 12:37:39 AM,01/01/2016 12:40:58 AM,N,1,-73.952781677246094,40.798381805419922,-73.953720092773438,40.790668487548828,1,0.67,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,,
